"merge_col","threshability","floret_score_mean","rachis_breaks_mean"
"WGN45C26_STP_2018_2",98,0,2
"WGN36D26_STP_2018_2",95,1,1
"WGN46C49_STP_2018_2",98,0,0
"WGN26C41_STP_2018_2",94,4,0
"WGN55D24_STP_2018_2",85,2,1
"WGN07C23_STP_2018_2",NA,NA,NA
"WGN26D16_STP_2018_2",98,0,1
"WGN63D24_STP_2018_2",95,0,0
"WGN63D04_STP_2018_2",65,0,2
"WGN36D65_STP_2018_2",99,0,0
"WGN39C20_STP_2018_2",80,1,2
"WGN15D16_STP_2018_2",95,1,0
"WGN07D57_STP_2018_2",95,0,1
"WGN63D19_STP_2018_2",70,3,0
"WGN15C33_STP_2018_2",90,0,2
"WGN39D44_STP_2018_2",90,3,1
"WGN45D39_STP_2018_2",98,1,0
"WGN15C59_STP_2018_2",90,2,0
"WGN45C22_STP_2018_2",98,1,0
"WGN55C19_STP_2018_2",NA,NA,NA
"WGN38D10_STP_2018_2",60,0,1
"WGN26D17_STP_2018_2",85,2,1
"WGN46D47_STP_2018_2",90,1,0
"WGN63D11_STP_2018_2",85,2,2
"WGN63C45_STP_2018_2",90,2,1
"WGN36C14_STP_2018_2",90,0,1
"WGN39D62_STP_2018_2",85,2,0
"WGN46D36_STP_2018_2",99,0,2
"WGN07D40_STP_2018_2",100,0,0
"WGN55C29_STP_2018_2",NA,NA,NA
"WGN38C38_STP_2018_2",95,0,2
"WGN15D46_STP_2018_2",75,3,0
"WGN59P01_STP_2018_2",99,0,1
"WGN07C57_STP_2018_2",100,0,0
"WGN63C53_STP_2018_2",95,0,0
"WGN59P01_STP_2018_2",100,0,1
"WGN07C32_STP_2018_2",95,1,1
"WGN45C39_STP_2018_2",NA,NA,NA
"WGN36C29_STP_2018_2",98,1,2
"WGN15D39_STP_2018_2",100,0,2
"WGN46D08_STP_2018_2",80,0,2
"WGN15C38_STP_2018_2",90,1,2
"WGN39D48_STP_2018_2",90,1,1
"WGN55C20_STP_2018_2",100,0,2
"WGN38P01_STP_2018_2",80,1,0
"WGN39C05_STP_2018_2",80,3,1
"WGN46C34_STP_2018_2",90,1,0
"WGN07C62_STP_2018_2",90,1,1
"WGN38D25_STP_2018_2",65,2,0
"WGN45D15_STP_2018_2",NA,NA,NA
"WGN26D40_STP_2018_2",90,0,0
"WGN63C35_STP_2018_2",85,1,0
"WGN15D45_STP_2018_2",50,3,0
"WGN46C50_STP_2018_2",80,0,0
"WGN26C18_STP_2018_2",65,1,0
"WGN07D35_STP_2018_2",95,2,0
"WGN45D10_STP_2018_2",95,1,1
"WGN55D45_STP_2018_2",96,1,0
"WGN55D55_STP_2018_2",90,2,1
"WGN36D29_STP_2018_2",75,1,1
"WGN46D34_STP_2018_2",95,2,2
"WGN26C24_STP_2018_2",90,1,1
"WGN63D62_STP_2018_2",70,0,0
"WGN39C38_STP_2018_2",90,4,2
"WGN63D51_STP_2018_2",75,3,0
"WGN07D55_STP_2018_2",99,0,1
"WGN63C63_STP_2018_2",91,1,0
"WGN36C04_STP_2018_2",97,0,1
"WGN36D59_STP_2018_2",98,0,2
"WGN45C44_STP_2018_2",97,0,1
"WGN26D34_STP_2018_2",75,1,1
"WGN55C25_STP_2018_2",90,1,2
"WGN15C28_STP_2018_2",97,0,1
"WGN39D35_STP_2018_2",92,2,1
"WGN38C09_STP_2018_2",99,0,1
"WGN63C65_STP_2018_2",80,4,0
"WGN39D51_STP_2018_2",45,6,2
"WGN45D24_STP_2018_2",93,1,1
"WGN46D57_STP_2018_2",99,0,1
"WGN26D32_STP_2018_2",100,1,0
"WGN36D22_STP_2018_2",95,0,1
"WGN26D65_STP_2018_2",95,1,0
"WGN45C11_STP_2018_2",100,0,0
"WGN55D53_STP_2018_2",90,2,1
"WGN07C39_STP_2018_2",95,1,1
"WGN15C27_STP_2018_2",NA,NA,NA
"WGN38C39_STP_2018_2",85,1,2
"WGN38C63_STP_2018_2",70,3,2
"WGN36C31_STP_2018_2",94,0,0
"WGN63C27_STP_2018_2",80,0,1
"WGN46D58_STP_2018_2",97,1,0
"WGN07D04_STP_2018_2",98,2,1
"WGN46C57_STP_2018_2",90,2,0
"WGN07D11_STP_2018_2",99,1,0
"WGN55D52_STP_2018_2",85,3,0
"WGN15D09_STP_2018_2",55,3,1
"WGN26C25_STP_2018_2",75,2,2
"WGN26C63_STP_2018_2",97,0,0
"WGN63P01_STP_2018_2",50,3,1
"WGN38C14_STP_2018_2",90,0,1
"WGN63D34_STP_2018_2",85,2,1
"WGN39C13_STP_2018_2",93,3,2
"WGN15D43_STP_2018_2",90,0,0
"WGN39D47_STP_2018_2",10,0,0
"WGN39C52_STP_2018_2",NA,NA,NA
"WGN55C43_STP_2018_2",90,3,1
"WGN59P01_STP_2018_2",98,0,1
"WGN55C35_STP_2018_2",NA,1,0
"WGN38D14_STP_2018_2",85,1,1
"WGN26D45_STP_2018_2",99,2,1
"WGN15C43_STP_2018_2",96,1,2
"WGN45D31_STP_2018_2",95,0,1
"WGN36D56_STP_2018_2",40,1,0
"WGN46C52_STP_2018_2",90,5,1
"WGN07C16_STP_2018_2",99,0,1
"WGN36C06_STP_2018_2",95,0,2
"WGN63D17_STP_2018_2",95,2,2
"WGN26C31_STP_2018_2",95,0,0
"WGN63C02_STP_2018_2",95,1,0
"WGN38C30_STP_2018_2",95,0,2
"WGN39C48_STP_2018_2",95,2,1
"WGN26C10_STP_2018_2",95,0,1
"WGN26C50_STP_2018_2",85,2,1
"WGN46C22_STP_2018_2",95,0,0
"WGN46D03_STP_2018_2",NA,0,0
"WGN15C53_STP_2018_2",NA,NA,NA
"WGN36C03_STP_2018_2",94,1,1
"WGN55D33_STP_2018_2",85,2,1
"WGN38D30_STP_2018_2",100,0,0
"WGN55C40_STP_2018_2",95,0,0
"WGN07C30_STP_2018_2",98,0,0
"WGN26D39_STP_2018_2",80,3,0
"WGN39C43_STP_2018_2",60,1,0
"WGN15C23_STP_2018_2",30,2,0
"WGN63C25_STP_2018_2",85,2,3
"WGN45D48_STP_2018_2",92,0,1
"WGN45D47_STP_2018_2",94,0,3
"WGN36D54_STP_2018_2",NA,NA,NA
"WGN07C25_STP_2018_2",90,0,1
"WGN45P01_STP_2018_2",95,1,0
"WGN63D65_STP_2018_2",50,3,0
"WGN36C34_STP_2018_2",95,0,0
"WGN07D63_STP_2018_2",100,0,1
"WGN59P01_STP_2018_2",99,0,1
"WGN46D40_STP_2018_2",90,2,2
"WGN15C50_STP_2018_2",60,0,0
"WGN15D55_STP_2018_2",95,0,0
"WGN55D50_STP_2018_2",95,2,0
"WGN63D64_STP_2018_2",55,2,1
"WGN45C27_STP_2018_2",90,1,2
"WGN15D50_STP_2018_2",85,0,1
"WGN45C15_STP_2018_2",80,1,0
"WGN36D32_STP_2018_2",98,0,1
"WGN46C18_STP_2018_2",NA,NA,NA
"WGN26D06_STP_2018_2",95,1,0
"WGN38C06_STP_2018_2",60,0,3
"WGN39D12_STP_2018_2",90,5,0
"WGN55C45_STP_2018_2",98,0,2
"WGN07D18_STP_2018_2",99,0,1
"WGN26C35_STP_2018_2",80,3,0
"WGN39D07_STP_2018_2",99,0,0
"WGN45C48_STP_2018_2",93,1,0
"WGN46C42_STP_2018_2",98,1,3
"WGN07C35_STP_2018_2",85,2,0
"WGN55C41_STP_2018_2",90,1,1
"WGN07C02_STP_2018_2",99,0,1
"WGN39C64_STP_2018_2",80,1,0
"WGN59P01_STP_2018_2",100,0,1
"WGN46C64_STP_2018_2",95,0,2
"WGN38C03_STP_2018_2",95,0,0
"WGN36C62_STP_2018_2",90,1,1
"WGN63D01_STP_2018_2",60,4,2
"WGN15C14_STP_2018_2",95,1,2
"WGN46P01_STP_2018_2",90,2,0
"WGN63C19_STP_2018_2",90,0,0
"WGN55C61_STP_2018_2",96,1,3
"WGN39D13_STP_2018_2",94,3,1
"WGN46C36_STP_2018_2",94,0,1
"WGN15C10_STP_2018_2",99,0,3
"WGN26C45_STP_2018_2",99,1,1
"WGN26D48_STP_2018_2",98,1,0
"WGN45D52_STP_2018_2",90,2,2
"WGN36D02_STP_2018_2",95,0,2
"WGN63C61_STP_2018_2",96,1,0
"WGN15D02_STP_2018_2",99,0,1
"WGN46C02_STP_2018_2",95,1,1
"WGN07D62_STP_2018_2",95,2,1
"WGN63D07_STP_2018_2",99,1,1
"WGN39C63_STP_2018_2",90,2,1
"WGN36D63_STP_2018_2",85,2,1
"WGN15D60_STP_2018_2",95,1,1
"WGN39D37_STP_2018_2",75,2,0
"WGN55D01_STP_2018_2",98,1,0
"WGN26D51_STP_2018_2",95,0,1
"WGN38C54_STP_2018_2",90,0,2
"WGN07D32_STP_2018_2",95,1,1
"WGN38D04_STP_2018_2",95,1,1
"WGN45D61_STP_2018_2",97,1,0
"WGN38C78_STP_2018_2",95,0,1
"WGN36C17_STP_2018_2",100,0,0
"WGN45C47_STP_2018_2",100,0,2
"WGN55D07_STP_2018_2",98,0,0
"WGN26C26_STP_2018_2",96,1,2
"WGN36D24_STP_2018_2",90,1,1
"WGN63C40_STP_2018_2",90,1,1
"WGN46C39_STP_2018_2",NA,NA,NA
"WGN15D20_STP_2018_2",94,0,1
"WGN45D38_STP_2018_2",85,2,0
"WGN07C58_STP_2018_2",92,1,0
"WGN26C52_STP_2018_2",99,0,0
"WGN45C62_STP_2018_2",NA,NA,NA
"WGN39D57_STP_2018_2",95,1,0
"WGN26C11_STP_2018_2",95,0,0
"WGN39P01_STP_2018_2",80,6,1
"WGN07D22_STP_2018_2",100,1,0
"WGN55C48_STP_2018_2",95,2,1
"WGN38C24_STP_2018_2",99,0,1
"WGN26D50_STP_2018_2",100,0,0
"WGN63D35_STP_2018_2",95,5,0
"WGN46D46_STP_2018_2",NA,NA,NA
"WGN15C61_STP_2018_2",75,0,0
"WGN55C52_STP_2018_2",90,0,0
"WGN63C47_STP_2018_2",95,0,2
"WGN39C32_STP_2018_2",80,3,1
"WGN46C31_STP_2018_2",94,1,2
"WGN38C29_STP_2018_2",96,0,0
"WGN36C33_STP_2018_2",95,0,2
"WGN46D55_STP_2018_2",95,1,1
"WGN07C64_STP_2018_2",99,1,0
"WGN55D60_STP_2018_2",90,1,1
"WGN55D49_STP_2018_2",95,0,1
"WGN45D54_STP_2018_2",95,0,0
"WGN15C24_STP_2018_2",80,1,0
"WGN63D30_STP_2018_2",70,1,1
"WGN07D26_STP_2018_2",90,3,0
"WGN39D02_STP_2018_2",90,3,0
"WGN26D55_STP_2018_2",95,1,0
"WGN39C09_STP_2018_2",95,2,1
"WGN63C44_STP_2018_2",40,2,0
"WGN45C18_STP_2018_2",95,0,1
"WGN15D15_STP_2018_2",99,0,1
"WGN59P01_STP_2018_2",99,0,0
"WGN36D53_STP_2018_2",65,2,3
"WGN38D28_STP_2018_2",65,0,0
"WGN36C56_STP_2018_2",90,1,1
"WGN07D45_STP_2018_2",95,1,0
"WGN38C07_STP_2018_2",98,1,1
"WGN15D11_STP_2018_2",15,1,1
"WGN36C41_STP_2018_2",99,1,0
"WGN63D61_STP_2018_2",98,0,2
"WGN39C51_STP_2018_2",85,2,1
"WGN55D59_STP_2018_2",90,2,1
"WGN38C72_STP_2018_2",90,0,1
"WGN26C59_STP_2018_2",95,1,1
"WGN55C32_STP_2018_2",90,0,1
"WGN45D42_STP_2018_2",98,0,0
"WGN63D32_STP_2018_2",92,1,3
"WGN46D33_STP_2018_2",90,1,0
"WGN55C13_STP_2018_2",94,1,2
"WGN26D37_STP_2018_2",90,1,0
"WGN26P01_STP_2018_2",85,4,0
"WGN07D44_STP_2018_2",100,0,2
"WGN46D56_STP_2018_2",99,1,1
"WGN36D01_STP_2018_2",94,1,2
"WGN07C08_STP_2018_2",100,0,0
"WGN55D47_STP_2018_2",90,1,1
"WGN07C54_STP_2018_2",98,0,1
"WGN15C57_STP_2018_2",80,2,0
"WGN45C46_STP_2018_2",80,0,0
"WGN63C16_STP_2018_2",70,0,0
"WGN46C60_STP_2018_2",90,3,0
"WGN59P01_STP_2018_2",99,1,1
"WGN39C17_STP_2018_2",93,0,0
"WGN39D32_STP_2018_2",80,2,0
"WGN63C26_STP_2018_2",80,1,1
"WGN36C65_STP_2018_2",90,1,2
"WGN45C07_STP_2018_2",96,0,0
"WGN46C07_STP_2018_2",95,1,0
"WGN26D43_STP_2018_2",25,0,1
"WGN38D11_STP_2018_2",70,0,1
"WGN39D58_STP_2018_2",90,2,1
"WGN45D62_STP_2018_2",85,1,0
"WGN38C12_STP_2018_2",50,0,0
"WGN15C08_STP_2018_2",95,1,1
"WGN36D51_STP_2018_2",80,2,0
"WGN26C62_STP_2018_2",92,1,0
"WGN15D03_STP_2018_2",75,1,0
"WGN38C69_STP_2018_2",96,0,1
"WGN46C27_STP_2018_2",100,0,0
"WGN36D04_STP_2018_2",95,1,2
"WGN45D16_STP_2018_2",90,1,1
"WGN26C47_STP_2018_2",85,1,1
"WGN45D19_STP_2018_2",NA,NA,NA
"WGN07C12_STP_2018_2",95,1,0
"WGN39C34_STP_2018_2",80,4,1
"WGN15D53_STP_2018_2",80,4,1
"WGN55D48_STP_2018_2",90,1,0
"WGN07C18_STP_2018_2",85,1,0
"WGN15C11_STP_2018_2",95,0,1
"WGN45P01_STP_2018_2",94,1,0
"WGN39D06_STP_2018_2",85,2,0
"WGN38C55_STP_2018_2",98,1,2
"WGN63C23_STP_2018_2",80,2,1
"WGN46D12_STP_2018_2",95,2,1
"WGN45C42_STP_2018_2",85,0,1
"WGN63C46_STP_2018_2",90,1,1
"WGN46C61_STP_2018_2",95,2,0
"WGN36C48_STP_2018_2",100,0,1
"WGN45C37_STP_2018_2",97,0,0
"WGN07D21_STP_2018_2",99,1,0
"WGN15D32_STP_2018_2",85,1,1
"WGN55C62_STP_2018_2",95,0,1
"WGN26C60_STP_2018_2",96,0,0
"WGN55C47_STP_2018_2",95,0,0
"WGN26D08_STP_2018_2",95,0,0
"WGN59P01_STP_2018_2",99,0,1
"WGN63D12_STP_2018_2",93,1,0
"WGN15C64_STP_2018_2",95,0,1
"WGN46D44_STP_2018_2",96,2,0
"WGN38D34_STP_2018_2",15,0,2
"WGN26D59_STP_2018_2",100,1,1
"WGN39D55_STP_2018_2",93,3,0
"WGN63D13_STP_2018_2",60,1,1
"WGN36D05_STP_2018_2",95,1,1
"WGN39C29_STP_2018_2",94,1,1
"WGN36C27_STP_2018_2",95,0,2
"WGN07D50_STP_2018_2",98,1,1
"WGN55D21_STP_2018_2",95,1,1
"WGN36C02_STP_2018_2",90,0,1
"WGN38D20_STP_2018_2",50,1,1
"WGN45D07_STP_2018_2",90,1,1
"WGN07D65_STP_2018_2",98,2,0
"WGN36C15_STP_2018_2",100,0,1
"WGN36D44_STP_2018_2",94,2,0
"WGN55D57_STP_2018_2",98,0,1
"WGN26D19_STP_2018_2",98,0,3
"WGN38C46_STP_2018_2",98,1,1
"WGN46D19_STP_2018_2",95,0,1
"WGN63C08_STP_2018_2",95,0,0
"WGN36C10_STP_2018_2",95,0,1
"WGN45D49_STP_2018_2",95,2,1
"WGN63C62_STP_2018_2",60,3,0
"WGN59P01_STP_2018_2",95,0,2
"WGN45D44_STP_2018_2",90,0,2
"WGN15C22_STP_2018_2",90,2,1
"WGN39D03_STP_2018_2",85,2,1
"WGN26D35_STP_2018_2",98,0,1
"WGN15D23_STP_2018_2",96,1,2
"WGN45C45_STP_2018_2",95,1,1
"WGN07D64_STP_2018_2",98,1,1
"WGN55C30_STP_2018_2",95,2,1
"WGN26C14_STP_2018_2",99,0,0
"WGN39C44_STP_2018_2",55,4,0
"WGN07P01_STP_2018_2",90,3,0
"WGN63D52_STP_2018_2",90,0,1
"WGN46D13_STP_2018_2",90,4,1
"WGN39D08_STP_2018_2",50,0,2
"WGN15D58_STP_2018_2",85,3,1
"WGN46C16_STP_2018_2",90,1,2
"WGN45C64_STP_2018_2",80,1,1
"WGN15C16_STP_2018_2",NA,NA,NA
"WGN07C42_STP_2018_2",93,1,1
"WGN63D57_STP_2018_2",60,2,0
"WGN26C51_STP_2018_2",90,1,1
"WGN46C29_STP_2018_2",95,1,2
"WGN39C39_STP_2018_2",90,0,0
"WGN07C41_STP_2018_2",98,0,1
"WGN38C58_STP_2018_2",99,1,1
"WGN36D60_STP_2018_2",93,0,1
"WGN46D11_STP_2018_2",90,1,1
"WGN55D28_STP_2018_2",90,1,2
"WGN15C17_STP_2018_2",80,0,1
"WGN39D23_STP_2018_2",60,4,0
"WGN26D11_STP_2018_2",85,2,0
"WGN45D43_STP_2018_2",94,2,1
"WGN38C34_STP_2018_2",94,1,0
"WGN55C53_STP_2018_2",94,0,0
"WGN26C29_STP_2018_2",94,0,1
"WGN45D46_STP_2018_2",96,2,1
"WGN45C38_STP_2018_2",70,6,1
"WGN36D49_STP_2018_2",85,1,1
"WGN63D15_STP_2018_2",95,1,1
"WGN07C24_STP_2018_2",95,1,0
"WGN55D34_STP_2018_2",100,0,1
"WGN26D04_STP_2018_2",85,1,0
"WGN63D05_STP_2018_2",95,0,3
"WGN26C42_STP_2018_2",97,0,1
"WGN63C30_STP_2018_2",85,0,1
"WGN07C20_STP_2018_2",95,2,1
"WGN36C09_STP_2018_2",95,1,1
"WGN55D38_STP_2018_2",90,1,1
"WGN15D22_STP_2018_2",99,0,1
"WGN46C17_STP_2018_2",90,3,0
"WGN07D25_STP_2018_2",98,1,0
"WGN36D25_STP_2018_2",NA,NA,NA
"WGN26C17_STP_2018_2",NA,NA,NA
"WGN63C24_STP_2018_2",90,4,1
"WGN38D16_STP_2018_2",96,1,1
"WGN59P01_STP_2018_2",NA,NA,NA
"WGN55C57_STP_2018_2",80,2,1
"WGN39C37_STP_2018_2",85,0,1
"WGN26P01_STP_2018_2",80,3,1
"WGN46D43_STP_2018_2",96,2,2
"WGN39C06_STP_2018_2",80,3,0
"WGN39D29_STP_2018_2",85,1,1
"WGN63D08_STP_2018_2",85,1,1
"WGN07D30_STP_2018_2",100,0,1
"WGN46D07_STP_2018_2",94,1,1
"WGN15C30_STP_2018_2",90,1,0
"WGN46C26_STP_2018_2",NA,NA,NA
"WGN36C24_STP_2018_2",90,2,2
"WGN38C60_STP_2018_2",85,0,1
"WGN15D17_STP_2018_2",85,1,1
"WGN15D64_STP_2018_2",25,1,1
"WGN46C63_STP_2018_2",90,1,1
"WGN39D36_STP_2018_2",80,1,1
"WGN36C63_STP_2018_2",99,1,1
"WGN55C12_STP_2018_2",93,1,0
"WGN26C02_STP_2018_2",80,1,1
"WGN45C36_STP_2018_2",99,1,2
"WGN07C06_STP_2018_2",98,1,1
"WGN36C61_STP_2018_2",98,1,0
"WGN26D09_STP_2018_2",85,1,0
"WGN38C68_STP_2018_2",75,1,1
"WGN15C09_STP_2018_2",NA,NA,NA
"WGN63C55_STP_2018_2",50,1,1
"WGN15D29_STP_2018_2",96,0,0
"WGN63D39_STP_2018_2",90,0,0
"WGN39C57_STP_2018_2",94,2,1
"WGN46D32_STP_2018_2",99,1,0
"WGN45D57_STP_2018_2",99,0,1
"WGN07D61_STP_2018_2",NA,NA,NA
"WGN55D51_STP_2018_2",96,1,2
"WGN63D03_STP_2018_2",NA,NA,NA
"WGN07D03_STP_2018_2",100,0,0
"WGN63C04_STP_2018_2",90,0,0
"WGN15C21_STP_2018_2",85,0,1
"WGN38D06_STP_2018_2",80,0,1
"WGN36D06_STP_2018_2",NA,NA,NA
"WGN46D62_STP_2018_2",95,4,1
"WGN36D62_STP_2018_2",80,1,2
"WGN39D64_STP_2018_2",93,3,1
"WGN55C09_STP_2018_2",NA,NA,NA
"WGN07C65_STP_2018_2",94,5,3
"WGN46P01_STP_2018_2",NA,NA,NA
"WGN38C52_STP_2018_2",90,0,2
"WGN45C29_STP_2018_2",95,1,0
"WGN38C11_STP_2018_2",95,1,2
"WGN26C49_STP_2018_2",50,2,0
"WGN39C08_STP_2018_2",80,1,1
"WGN63C03_STP_2018_2",50,2,0
"WGN26D41_STP_2018_2",95,0,1
"WGN46C41_STP_2018_2",90,1,0
"WGN59P01_STP_2018_2",99,0,3
"WGN45D41_STP_2018_2",95,1,1
"WGN07D54_STP_2018_2",99,2,1
"WGN36D30_STP_2018_2",95,0,0
"WGN63C50_STP_2018_2",90,2,2
"WGN63D10_STP_2018_2",94,2,1
"WGN38C15_STP_2018_2",80,1,0
"WGN46D25_STP_2018_2",95,0,0
"WGN63D53_STP_2018_2",NA,NA,NA
"WGN15D36_STP_2018_2",40,0,1
"WGN39D30_STP_2018_2",65,6,0
"WGN45C31_STP_2018_2",80,3,1
"WGN45D35_STP_2018_2",90,3,0
"WGN36C05_STP_2018_2",NA,NA,NA
"WGN46D35_STP_2018_2",80,1,2
"WGN59P01_STP_2018_2",100,0,2
"WGN26C20_STP_2018_2",80,1,1
"WGN46C12_STP_2018_2",NA,NA,NA
"WGN26D10_STP_2018_2",95,1,1
"WGN38C20_STP_2018_2",35,2,2
"WGN07C37_STP_2018_2",99,1,2
"WGN55D10_STP_2018_2",94,2,1
"WGN15C40_STP_2018_2",95,0,3
"WGN45C20_STP_2018_2",100,0,1
"WGN55C55_STP_2018_2",90,1,2
"WGN15D35_STP_2018_2",90,0,2
"WGN39C24_STP_2018_2",80,1,1
"WGN39D54_STP_2018_2",90,1,4
"WGN07C06_TLI_2017_2",90,1,1
"WGN07C07_TLI_2017_2",95,5,0
"WGN07C08_TLI_2017_2",95,1,0
"WGN07C09_TLI_2017_2",97,1,0
"WGN07C10_TLI_2017_2",NA,NA,NA
"WGN07C12_TLI_2017_2",NA,NA,NA
"WGN07C14_TLI_2017_2",85,2,0
"WGN07C17_TLI_2017_2",90,1,0
"WGN07C21_TLI_2017_2",65,2,0
"WGN07C23_TLI_2017_2",70,0,0
"WGN07C24_TLI_2017_2",70,1,0
"WGN07C25_TLI_2017_2",80,2,0
"WGN07C29_TLI_2017_2",80,2,0
"WGN07C30_TLI_2017_2",85,0,1
"WGN07C32_TLI_2017_2",75,2,0
"WGN07C34_TLI_2017_2",70,1,1
"WGN07C36_TLI_2017_2",98,5,0
"WGN07C42_TLI_2017_2",90,2,0
"WGN07C45_TLI_2017_2",70,0,0
"WGN07C47_TLI_2017_2",95,1,0
"WGN07C50_TLI_2017_2",90,2,1
"WGN07C51_TLI_2017_2",95,2,0
"WGN07C52_TLI_2017_2",75,1,1
"WGN07C55_TLI_2017_2",95,1,1
"WGN07C59_TLI_2017_2",85,1,0
"WGN07C61_TLI_2017_2",80,1,0
"WGN07C62_TLI_2017_2",90,0,1
"WGN07C65_TLI_2017_2",80,3,1
"WGN07D02_TLI_2017_2",80,NA,0
"WGN07D05_TLI_2017_2",90,1,0
"WGN07D06_TLI_2017_2",95,0,0
"WGN07D07_TLI_2017_2",60,3,0
"WGN07D08_TLI_2017_2",85,2,1
"WGN07D11_TLI_2017_2",90,0,0
"WGN07D12_TLI_2017_2",95,0,0
"WGN07D13_TLI_2017_2",90,0,0
"WGN07D15_TLI_2017_2",95,1,0
"WGN07D19_TLI_2017_2",85,1,0
"WGN07D23_TLI_2017_2",90,1,0
"WGN07D26_TLI_2017_2",70,2,0
"WGN07D27_TLI_2017_2",97,0,0
"WGN07D32_TLI_2017_2",85,1,0
"WGN07D33_TLI_2017_2",80,2,0
"WGN07D34_TLI_2017_2",95,1,0
"WGN07D35_TLI_2017_2",75,2,0
"WGN07D36_TLI_2017_2",NA,NA,NA
"WGN07D38_TLI_2017_2",85,1,1
"WGN07D40_TLI_2017_2",99,5,0
"WGN07D42_TLI_2017_2",90,1,0
"WGN07D44_TLI_2017_2",95,0,1
"WGN07D50_TLI_2017_2",80,1,0
"WGN07D53_TLI_2017_2",92,1,0
"WGN07D54_TLI_2017_2",85,1,0
"WGN07D56_TLI_2017_2",92,1,0
"WGN07D59_TLI_2017_2",95,2,0
"WGN07D60_TLI_2017_2",60,2,0
"WGN07D62_TLI_2017_2",94,3,1
"WGN15C02_TLI_2017_2",60,2,0
"WGN15C05_TLI_2017_2",30,2,0
"WGN15C07_TLI_2017_2",25,2,1
"WGN15C09_TLI_2017_2",35,1,1
"WGN15C11_TLI_2017_2",95,0,0
"WGN15C12_TLI_2017_2",85,0,0
"WGN15C15_TLI_2017_2",55,1,1
"WGN15C16_TLI_2017_2",80,1,0
"WGN15C18_TLI_2017_2",75,1,0
"WGN15C20_TLI_2017_2",90,0,1
"WGN15C22_TLI_2017_2",75,3,2
"WGN15C23_TLI_2017_2",35,1,0
"WGN15C29_TLI_2017_2",35,2,0
"WGN15C30_TLI_2017_2",90,0,0
"WGN15C31_TLI_2017_2",96,0,1
"WGN15C33_TLI_2017_2",70,1,1
"WGN15C36_TLI_2017_2",30,1,1
"WGN15C37_TLI_2017_2",90,5,0
"WGN15C38_TLI_2017_2",20,1,1
"WGN15C39_TLI_2017_2",90,1,1
"WGN15C42_TLI_2017_2",80,1,1
"WGN15C47_TLI_2017_2",55,0,1
"WGN15C49_TLI_2017_2",50,0,0
"WGN15C50_TLI_2017_2",40,1,1
"WGN15C51_TLI_2017_2",15,1,1
"WGN15C52_TLI_2017_2",85,0,1
"WGN15C54_TLI_2017_2",60,0,0
"WGN15C56_TLI_2017_2",75,2,1
"WGN15C58_TLI_2017_2",90,5,0
"WGN15C61_TLI_2017_2",50,0,0
"WGN15C62_TLI_2017_2",65,1,1
"WGN15C64_TLI_2017_2",90,1,2
"WGN15C65_TLI_2017_2",65,1,0
"WGN15D01_TLI_2017_2",40,1,1
"WGN15D02_TLI_2017_2",97,0,0
"WGN15D03_TLI_2017_2",55,1,1
"WGN15D07_TLI_2017_2",65,1,1
"WGN15D09_TLI_2017_2",45,4,1
"WGN15D10_TLI_2017_2",85,1,0
"WGN15D11_TLI_2017_2",25,2,1
"WGN15D13_TLI_2017_2",80,0,0
"WGN15D14_TLI_2017_2",35,3,0
"WGN15D15_TLI_2017_2",90,0,1
"WGN15D18_TLI_2017_2",70,3,0
"WGN15D24_TLI_2017_2",60,0,0
"WGN15D28_TLI_2017_2",60,1,1
"WGN15D31_TLI_2017_2",40,2,1
"WGN15D33_TLI_2017_2",70,0,1
"WGN15D35_TLI_2017_2",65,1,1
"WGN15D36_TLI_2017_2",25,2,1
"WGN15D37_TLI_2017_2",55,1,1
"WGN15D38_TLI_2017_2",60,0,1
"WGN15D39_TLI_2017_2",95,0,2
"WGN15D40_TLI_2017_2",85,1,0
"WGN15D49_TLI_2017_2",45,0,1
"WGN15D50_TLI_2017_2",65,1,0
"WGN15D52_TLI_2017_2",97,0,0
"WGN15D53_TLI_2017_2",75,0,0
"WGN15D56_TLI_2017_2",65,1,1
"WGN15D58_TLI_2017_2",65,3,1
"WGN15D61_TLI_2017_2",75,0,1
"WGN15D62_TLI_2017_2",70,1,1
"WGN15D63_TLI_2017_2",50,0,0
"WGN15D65_TLI_2017_2",55,0,1
"WGN26C02_TLI_2017_2",65,0,1
"WGN26C03_TLI_2017_2",40,2,0
"WGN26C04_TLI_2017_2",65,1,0
"WGN26C05_TLI_2017_2",85,2,0
"WGN26C06_TLI_2017_2",75,1,0
"WGN26C07_TLI_2017_2",70,3,1
"WGN26C09_TLI_2017_2",35,1,1
"WGN26C11_TLI_2017_2",70,1,1
"WGN26C12_TLI_2017_2",85,2,2
"WGN26C22_TLI_2017_2",65,2,0
"WGN26C23_TLI_2017_2",75,1,0
"WGN26C24_TLI_2017_2",90,4,1
"WGN26C25_TLI_2017_2",70,4,1
"WGN26C28_TLI_2017_2",75,3,1
"WGN26C29_TLI_2017_2",65,2,0
"WGN26C33_TLI_2017_2",50,3,1
"WGN26C35_TLI_2017_2",45,2,0
"WGN26C39_TLI_2017_2",80,2,0
"WGN26C40_TLI_2017_2",85,1,0
"WGN26C41_TLI_2017_2",90,4,0
"WGN26C42_TLI_2017_2",92,1,1
"WGN26C43_TLI_2017_2",95,1,0
