"merge_col","threshability","floret_score_mean","rachis_breaks_mean"
"WGN38D31_STP_2017_1",80,0,0
"WGN38D32_STP_2017_1",99,1,1
"WGN38D33_STP_2017_1",100,1,1
"WGN38D34_STP_2017_1",30,0,0
"WGN38D35_STP_2017_1",85,2,0
"WGN39C01_STP_2017_1",95,2,1
"WGN39C02_STP_2017_1",97,2,2
"WGN39C03_STP_2017_1",96,5,1
"WGN39C04_STP_2017_1",85,1,1
"WGN39C05_STP_2017_1",85,3,1
"WGN39C06_STP_2017_1",85,6,0
"WGN39C07_STP_2017_1",92,1,1
"WGN39C08_STP_2017_1",94,2,1
"WGN39C09_STP_2017_1",85,1,1
"WGN39C10_STP_2017_1",90,3,1
"WGN39C11_STP_2017_1",50,1,1
"WGN39C12_STP_2017_1",NA,NA,NA
"WGN39C13_STP_2017_1",96,3,1
"WGN39C14_STP_2017_1",98,4,0
"WGN39C15_STP_2017_1",75,2,1
"WGN39C16_STP_2017_1",90,4,1
"WGN39C17_STP_2017_1",98,1,0
"WGN39C18_STP_2017_1",80,4,1
"WGN39C19_STP_2017_1",85,1,1
"WGN39C20_STP_2017_1",85,1,1
"WGN39C21_STP_2017_1",90,3,1
"WGN39C22_STP_2017_1",99,1,1
"WGN39C23_STP_2017_1",97,5,1
"WGN39C24_STP_2017_1",85,4,1
"WGN39C25_STP_2017_1",96,1,0
"WGN39C26_STP_2017_1",95,6,1
"WGN39C27_STP_2017_1",70,2,1
"WGN39C28_STP_2017_1",75,1,2
"WGN39C29_STP_2017_1",95,1,1
"WGN39C30_STP_2017_1",85,2,1
"WGN39C31_STP_2017_1",80,8,1
"WGN39C32_STP_2017_1",85,5,1
"WGN39C33_STP_2017_1",91,1,1
"WGN39C34_STP_2017_1",85,5,1
"WGN39C35_STP_2017_1",95,3,1
"WGN39C36_STP_2017_1",30,3,1
"WGN39C37_STP_2017_1",91,4,2
"WGN39C38_STP_2017_1",98,4,1
"WGN39C39_STP_2017_1",93,1,1
"WGN39C40_STP_2017_1",98,2,1
"WGN39C41_STP_2017_1",95,4,1
"WGN39C42_STP_2017_1",80,0,0
"WGN39C43_STP_2017_1",75,6,1
"WGN39C44_STP_2017_1",80,2,0
"WGN39C45_STP_2017_1",85,2,0
"WGN39C46_STP_2017_1",98,1,0
"WGN39C47_STP_2017_1",80,6,1
"WGN39C48_STP_2017_1",92,2,1
"WGN39C49_STP_2017_1",95,1,1
"WGN39C50_STP_2017_1",93,2,0
"WGN39C51_STP_2017_1",90,3,1
"WGN39C52_STP_2017_1",NA,NA,NA
"WGN39C53_STP_2017_1",65,1,0
"WGN39C54_STP_2017_1",85,2,0
"WGN39C55_STP_2017_1",85,4,1
"WGN39C56_STP_2017_1",96,1,1
"WGN39C57_STP_2017_1",98,2,0
"WGN39C58_STP_2017_1",90,3,1
"WGN39C59_STP_2017_1",85,2,1
"WGN39C60_STP_2017_1",NA,NA,NA
"WGN39C61_STP_2017_1",65,5,0
"WGN39C62_STP_2017_1",92,2,1
"WGN39C63_STP_2017_1",80,3,1
"WGN39C64_STP_2017_1",85,7,1
"WGN39C65_STP_2017_1",96,2,4
"WGN39D01_STP_2017_1",70,4,1
"WGN39D02_STP_2017_1",94,5,1
"WGN39D03_STP_2017_1",90,4,1
"WGN39D04_STP_2017_1",40,4,0
"WGN39D05_STP_2017_1",90,3,1
"WGN39D06_STP_2017_1",85,4,0
"WGN39D07_STP_2017_1",92,1,0
"WGN39D08_STP_2017_1",65,1,3
"WGN39D09_STP_2017_1",96,6,1
"WGN39D10_STP_2017_1",98,7,1
"WGN39D11_STP_2017_1",65,5,1
"WGN39D12_STP_2017_1",85,7,1
"WGN39D13_STP_2017_1",93,5,1
"WGN39D14_STP_2017_1",75,NA,1
"WGN39D15_STP_2017_1",70,4,1
"WGN39D16_STP_2017_1",60,1,1
"WGN39D17_STP_2017_1",92,1,1
"WGN39D18_STP_2017_1",60,3,0
"WGN39D19_STP_2017_1",92,0,1
"WGN39D20_STP_2017_1",85,4,1
"WGN39D21_STP_2017_1",85,3,1
"WGN39D22_STP_2017_1",95,8,0
"WGN39D23_STP_2017_1",85,8,0
"WGN39D24_STP_2017_1",55,1,1
"WGN39D25_STP_2017_1",96,1,0
"WGN39D26_STP_2017_1",75,5,1
"WGN39D27_STP_2017_1",70,3,1
"WGN39D28_STP_2017_1",98,1,1
"WGN39D29_STP_2017_1",95,1,1
"WGN39D30_STP_2017_1",95,7,1
"WGN39D31_STP_2017_1",85,4,0
"WGN39D32_STP_2017_1",90,6,2
"WGN39D33_STP_2017_1",92,4,1
"WGN39D34_STP_2017_1",90,4,0
"WGN39D35_STP_2017_1",97,5,1
"WGN39D36_STP_2017_1",60,4,1
"WGN39D37_STP_2017_1",85,3,0
"WGN39D38_STP_2017_1",95,3,0
"WGN39D39_STP_2017_1",96,2,1
"WGN39D40_STP_2017_1",99,4,1
"WGN39D41_STP_2017_1",92,1,1
"WGN39D42_STP_2017_1",75,7,1
"WGN39D43_STP_2017_1",90,4,1
"WGN39D44_STP_2017_1",95,2,1
"WGN39D45_STP_2017_1",85,4,1
"WGN39D46_STP_2017_1",90,3,0
"WGN39D47_STP_2017_1",45,1,0
"WGN39D48_STP_2017_1",94,5,1
"WGN39D49_STP_2017_1",80,2,1
"WGN39D50_STP_2017_1",90,3,0
"WGN39D51_STP_2017_1",45,5,1
"WGN39D52_STP_2017_1",98,0,2
"WGN39D53_STP_2017_1",99,1,1
"WGN39D54_STP_2017_1",91,1,1
"WGN39D55_STP_2017_1",98,5,1
"WGN39D56_STP_2017_1",85,5,0
"WGN39D57_STP_2017_1",90,4,1
"WGN39D58_STP_2017_1",95,4,1
"WGN39D59_STP_2017_1",96,3,1
"WGN39D60_STP_2017_1",85,2,1
"WGN39D61_STP_2017_1",90,3,1
"WGN39D62_STP_2017_1",97,1,0
"WGN39D63_STP_2017_1",75,4,1
"WGN39D64_STP_2017_1",NA,NA,NA
"WGN39D65_STP_2017_1",60,2,1
"WGN45C01_STP_2017_1",85,1,1
"WGN45C02_STP_2017_1",94,0,1
"WGN45C03_STP_2017_1",96,1,1
"WGN45C04_STP_2017_1",94,0,0
"WGN45C05_STP_2017_1",99,0,1
"WGN45C06_STP_2017_1",98,0,1
"WGN45C07_STP_2017_1",98,2,0
"WGN45C08_STP_2017_1",95,0,1
"WGN45C09_STP_2017_1",92,2,1
"WGN45C10_STP_2017_1",98,0,1
"WGN45C11_STP_2017_1",NA,NA,NA
"WGN45C12_STP_2017_1",97,1,2
"WGN45C13_STP_2017_1",NA,NA,NA
"WGN45C14_STP_2017_1",96,0,1
"WGN45C15_STP_2017_1",80,NA,1
"WGN45C16_STP_2017_1",96,1,0
"WGN45C17_STP_2017_1",65,0,0
"WGN45C18_STP_2017_1",98,0,1
"WGN45C19_STP_2017_1",98,3,1
"WGN45C20_STP_2017_1",NA,NA,NA
"WGN45C21_STP_2017_1",98,0,1
"WGN45C22_STP_2017_1",99,0,0
"WGN45C23_STP_2017_1",80,1,0
"WGN45C24_STP_2017_1",NA,NA,NA
"WGN45C25_STP_2017_1",65,2,0
"WGN45C26_STP_2017_1",95,0,0
"WGN45C27_STP_2017_1",94,0,1
"WGN45C28_STP_2017_1",100,1,2
"WGN45C29_STP_2017_1",97,1,1
"WGN45C30_STP_2017_1",95,1,2
"WGN45C31_STP_2017_1",93,1,1
"WGN45C32_STP_2017_1",90,0,1
"WGN45C33_STP_2017_1",95,5,1
"WGN45C34_STP_2017_1",NA,NA,NA
"WGN45C35_STP_2017_1",98,2,1
"WGN45C36_STP_2017_1",99,0,1
"WGN45C37_STP_2017_1",NA,NA,NA
"WGN45C38_STP_2017_1",90,2,0
"WGN45C39_STP_2017_1",NA,NA,NA
"WGN45C40_STP_2017_1",90,0,0
"WGN45C41_STP_2017_1",96,0,1
"WGN45C42_STP_2017_1",75,0,1
"WGN45C43_STP_2017_1",98,0,1
"WGN45C44_STP_2017_1",NA,NA,NA
"WGN45C45_STP_2017_1",98,1,1
"WGN45C46_STP_2017_1",NA,NA,NA
"WGN45C47_STP_2017_1",NA,NA,NA
"WGN45C48_STP_2017_1",85,3,0
"WGN45C49_STP_2017_1",NA,NA,NA
"WGN45C50_STP_2017_1",75,0,0
"WGN45C51_STP_2017_1",80,3,1
"WGN45C52_STP_2017_1",96,0,1
"WGN45C53_STP_2017_1",96,0,1
"WGN45C54_STP_2017_1",98,2,1
"WGN45C55_STP_2017_1",95,0,0
"WGN45C56_STP_2017_1",92,1,1
"WGN45C58_STP_2017_1",NA,NA,NA
"WGN45C59_STP_2017_1",100,NA,0
"WGN45C60_STP_2017_1",97,1,0
"WGN45C61_STP_2017_1",97,0,1
"WGN45C62_STP_2017_1",97,1,1
"WGN45C63_STP_2017_1",NA,NA,NA
"WGN45C64_STP_2017_1",80,3,1
"WGN45C65_STP_2017_1",99,0,1
"WGN45D01_STP_2017_1",85,1,1
"WGN45D02_STP_2017_1",94,6,0
"WGN45D03_STP_2017_1",65,1,0
"WGN45D04_STP_2017_1",98,0,0
"WGN45D05_STP_2017_1",85,0,1
"WGN45D06_STP_2017_1",98,0,1
"WGN45D07_STP_2017_1",95,1,1
"WGN45D08_STP_2017_1",94,0,1
"WGN45D09_STP_2017_1",100,0,0
"WGN45D10_STP_2017_1",93,1,0
"WGN45D11_STP_2017_1",97,2,0
"WGN45D12_STP_2017_1",NA,NA,NA
"WGN45D13_STP_2017_1",75,0,0
"WGN45D14_STP_2017_1",95,NA,0
"WGN45D15_STP_2017_1",NA,NA,NA
"WGN45D16_STP_2017_1",80,1,1
"WGN45D17_STP_2017_1",97,1,1
"WGN45D18_STP_2017_1",95,0,1
"WGN45D19_STP_2017_1",NA,NA,NA
"WGN45D20_STP_2017_1",85,1,2
"WGN45D21_STP_2017_1",95,1,1
"WGN45D22_STP_2017_1",90,1,0
"WGN45D23_STP_2017_1",90,0,1
"WGN45D24_STP_2017_1",NA,NA,NA
"WGN45D25_STP_2017_1",100,1,1
"WGN45D26_STP_2017_1",NA,NA,NA
"WGN45D27_STP_2017_1",96,1,1
"WGN45D28_STP_2017_1",100,1,0
"WGN45D29_STP_2017_1",75,1,1
"WGN45D30_STP_2017_1",NA,NA,NA
"WGN45D31_STP_2017_1",90,0,0
"WGN45D32_STP_2017_1",96,3,1
"WGN45D33_STP_2017_1",95,0,0
"WGN45D34_STP_2017_1",95,1,1
"WGN45D35_STP_2017_1",85,2,1
"WGN45D36_STP_2017_1",99,1,0
"WGN45D37_STP_2017_1",95,3,1
"WGN45D38_STP_2017_1",90,3,1
"WGN45D39_STP_2017_1",NA,NA,NA
"WGN45D40_STP_2017_1",93,3,1
"WGN45D42_STP_2017_1",98,0,0
"WGN45D43_STP_2017_1",91,4,1
"WGN45D44_STP_2017_1",98,1,0
"WGN45D45_STP_2017_1",97,1,1
"WGN45D46_STP_2017_1",96,2,2
"WGN45D47_STP_2017_1",99,0,1
"WGN45D48_STP_2017_1",NA,NA,NA
"WGN45D49_STP_2017_1",90,7,1
"WGN45D50_STP_2017_1",95,1,1
"WGN45D51_STP_2017_1",98,0,1
"WGN45D52_STP_2017_1",95,1,1
"WGN45D53_STP_2017_1",100,0,1
"WGN45D54_STP_2017_1",95,1,1
"WGN45D55_STP_2017_1",97,0,0
"WGN45D56_STP_2017_1",NA,NA,NA
"WGN45D57_STP_2017_1",100,0,0
"WGN45D58_STP_2017_1",98,0,1
"WGN45D59_STP_2017_1",91,0,1
"WGN45D60_STP_2017_1",97,0,1
"WGN45D61_STP_2017_1",NA,NA,NA
"WGN45D62_STP_2017_1",90,0,1
"WGN45D63_STP_2017_1",96,1,1
"WGN45D64_STP_2017_1",95,1,1
"WGN45D65_STP_2017_1",NA,NA,NA
"WGN46C01_STP_2017_1",97,0,0
"WGN46C02_STP_2017_1",100,1,0
"WGN46C03_STP_2017_1",60,0,0
"WGN46C04_STP_2017_1",98,0,0
"WGN46C05_STP_2017_1",95,4,1
"WGN46C06_STP_2017_1",96,1,2
"WGN46C07_STP_2017_1",97,1,1
"WGN46C08_STP_2017_1",95,1,1
"WGN46C09_STP_2017_1",NA,NA,NA
"WGN46C10_STP_2017_1",96,0,1
"WGN46C11_STP_2017_1",NA,NA,NA
"WGN46C12_STP_2017_1",90,3,1
"WGN46C13_STP_2017_1",98,0,0
"WGN46C14_STP_2017_1",93,0,0
"WGN46C15_STP_2017_1",90,2,1
"WGN46C16_STP_2017_1",90,1,1
"WGN46C17_STP_2017_1",92,5,1
"WGN46C18_STP_2017_1",NA,NA,NA
"WGN46C19_STP_2017_1",99,1,1
"WGN46C20_STP_2017_1",98,1,0
"WGN46C21_STP_2017_1",96,0,0
"WGN46C22_STP_2017_1",97,0,1
"WGN46C23_STP_2017_1",75,1,1
"WGN46C24_STP_2017_1",70,3,1
"WGN46C25_STP_2017_1",90,0,0
"WGN46C26_STP_2017_1",96,3,1
"WGN46C27_STP_2017_1",99,0,1
"WGN46C28_STP_2017_1",96,2,1
"WGN46C29_STP_2017_1",99,0,1
"WGN46C30_STP_2017_1",93,6,1
"WGN46C31_STP_2017_1",99,1,1
"WGN46C32_STP_2017_1",99,1,1
"WGN46C33_STP_2017_1",97,0,0
"WGN46C34_STP_2017_1",95,0,2
"WGN46C35_STP_2017_1",98,1,1
"WGN46C36_STP_2017_1",99,0,1
"WGN46C37_STP_2017_1",100,0,0
"WGN46C38_STP_2017_1",99,0,0
"WGN46C39_STP_2017_1",NA,NA,NA
"WGN46C40_STP_2017_1",93,1,1
"WGN46C41_STP_2017_1",95,0,1
"WGN46C42_STP_2017_1",97,0,3
"WGN46C43_STP_2017_1",99,1,1
"WGN46C44_STP_2017_1",98,0,1
"WGN46C45_STP_2017_1",97,1,1
"WGN46C46_STP_2017_1",NA,NA,NA
"WGN46C47_STP_2017_1",99,1,1
"WGN46C48_STP_2017_1",99,1,1
"WGN46C49_STP_2017_1",100,0,0
"WGN46C50_STP_2017_1",80,0,1
"WGN46C51_STP_2017_1",99,1,0
"WGN46C52_STP_2017_1",91,2,1
"WGN46C53_STP_2017_1",90,0,0
"WGN46C54_STP_2017_1",75,5,1
"WGN46C55_STP_2017_1",90,2,1
"WGN46C56_STP_2017_1",92,0,1
"WGN46C57_STP_2017_1",96,4,1
"WGN46C58_STP_2017_1",96,0,1
"WGN46C59_STP_2017_1",99,0,0
"WGN46C60_STP_2017_1",96,1,1
"WGN46C61_STP_2017_1",98,0,1
"WGN46C62_STP_2017_1",100,0,1
"WGN46C63_STP_2017_1",97,2,1
"WGN46C64_STP_2017_1",90,0,1
"WGN46C65_STP_2017_1",96,1,1
"WGN46D01_STP_2017_1",100,1,1
"WGN46D02_STP_2017_1",100,0,1
"WGN46D03_STP_2017_1",97,1,0
"WGN46D04_STP_2017_1",96,0,1
"WGN46D05_STP_2017_1",98,1,0
"WGN46D06_STP_2017_1",100,0,1
"WGN46D07_STP_2017_1",99,0,0
"WGN46D08_STP_2017_1",90,0,1
"WGN46D09_STP_2017_1",92,1,2
"WGN46D10_STP_2017_1",99,0,1
"WGN46D11_STP_2017_1",96,1,2
"WGN46D12_STP_2017_1",96,4,1
"WGN46D13_STP_2017_1",93,2,1
"WGN46D14_STP_2017_1",99,0,0
"WGN46D15_STP_2017_1",100,0,1
"WGN46D16_STP_2017_1",96,0,1
"WGN46D17_STP_2017_1",94,3,1
"WGN46D18_STP_2017_1",99,0,1
"WGN46D19_STP_2017_1",98,0,1
"WGN46D20_STP_2017_1",96,1,0
"WGN46D21_STP_2017_1",97,1,0
"WGN46D22_STP_2017_1",99,0,0
"WGN46D23_STP_2017_1",97,6,1
"WGN46D24_STP_2017_1",99,1,0
"WGN46D25_STP_2017_1",97,0,1
"WGN46D26_STP_2017_1",99,0,0
"WGN46D27_STP_2017_1",95,0,1
"WGN46D28_STP_2017_1",95,4,0
"WGN46D29_STP_2017_1",100,0,1
"WGN46D30_STP_2017_1",97,1,1
"WGN46D31_STP_2017_1",98,0,1
"WGN46D32_STP_2017_1",100,0,1
"WGN46D33_STP_2017_1",96,3,1
"WGN46D34_STP_2017_1",97,5,1
"WGN46D35_STP_2017_1",85,2,1
"WGN46D36_STP_2017_1",100,0,1
"WGN46D37_STP_2017_1",96,0,1
"WGN46D38_STP_2017_1",97,0,0
"WGN46D39_STP_2017_1",98,2,1
"WGN46D40_STP_2017_1",94,2,1
"WGN46D41_STP_2017_1",99,1,0
"WGN46D42_STP_2017_1",97,0,0
"WGN46D43_STP_2017_1",98,2,0
"WGN46D44_STP_2017_1",99,1,0
"WGN46D45_STP_2017_1",96,2,1
"WGN46D46_STP_2017_1",NA,NA,NA
"WGN46D47_STP_2017_1",99,0,1
"WGN46D48_STP_2017_1",95,4,1
"WGN46D49_STP_2017_1",100,1,0
"WGN46D50_STP_2017_1",95,2,1
"WGN46D51_STP_2017_1",99,0,1
"WGN46D52_STP_2017_1",93,0,0
"WGN46D53_STP_2017_1",98,1,1
"WGN46D54_STP_2017_1",96,2,0
"WGN46D55_STP_2017_1",98,0,1
"WGN46D56_STP_2017_1",99,1,1
"WGN46D57_STP_2017_1",99,1,0
"WGN46D58_STP_2017_1",100,0,0
"WGN46D59_STP_2017_1",NA,NA,NA
"WGN46D60_STP_2017_1",95,2,1
"WGN46D61_STP_2017_1",100,1,1
"WGN46D62_STP_2017_1",99,3,0
"WGN46D63_STP_2017_1",94,1,1
"WGN46D64_STP_2017_1",99,4,1
"WGN46D65_STP_2017_1",95,0,1
"WGN55C01_STP_2017_1",98,0,1
"WGN55C02_STP_2017_1",95,4,0
"WGN55C03_STP_2017_1",100,0,1
"WGN55C04_STP_2017_1",99,0,0
"WGN55C05_STP_2017_1",92,0,1
"WGN55C06_STP_2017_1",85,4,1
"WGN55C07_STP_2017_1",98,1,0
"WGN55C08_STP_2017_1",99,0,1
"WGN55C09_STP_2017_1",94,3,0
"WGN55C10_STP_2017_1",91,2,1
"WGN55C11_STP_2017_1",92,1,1
"WGN55C12_STP_2017_1",98,2,0
"WGN55C13_STP_2017_1",90,4,1
"WGN55C14_STP_2017_1",94,1,1
"WGN55C15_STP_2017_1",98,1,1
"WGN55C16_STP_2017_1",99,1,1
"WGN55C17_STP_2017_1",94,0,1
"WGN55C18_STP_2017_1",98,0,1
"WGN55C19_STP_2017_1",98,3,1
"WGN55C20_STP_2017_1",99,0,1
"WGN55C21_STP_2017_1",96,2,0
"WGN55C22_STP_2017_1",97,1,0
"WGN55C23_STP_2017_1",90,1,1
"WGN55C24_STP_2017_1",97,1,1
"WGN55C25_STP_2017_1",90,1,1
"WGN55C26_STP_2017_1",95,1,1
"WGN55C27_STP_2017_1",98,1,0
"WGN55C28_STP_2017_1",97,1,1
"WGN55C29_STP_2017_1",97,2,0
"WGN55C30_STP_2017_1",93,2,0
"WGN55C31_STP_2017_1",90,0,1
"WGN55C32_STP_2017_1",95,3,0
"WGN55C33_STP_2017_1",96,5,1
"WGN55C34_STP_2017_1",99,0,1
"WGN55C35_STP_2017_1",97,1,0
"WGN55C36_STP_2017_1",98,0,1
"WGN55C37_STP_2017_1",97,2,1
"WGN55C38_STP_2017_1",98,0,1
"WGN55C39_STP_2017_1",95,1,1
"WGN55C40_STP_2017_1",100,0,0
"WGN55C41_STP_2017_1",95,5,1
"WGN55C42_STP_2017_1",100,0,0
"WGN55C43_STP_2017_1",90,2,1
"WGN55C44_STP_2017_1",91,1,1
"WGN55C45_STP_2017_1",99,1,1
"WGN55C46_STP_2017_1",98,0,1
"WGN55C47_STP_2017_1",95,1,0
"WGN55C48_STP_2017_1",96,2,1
"WGN55C49_STP_2017_1",99,0,1
"WGN55C50_STP_2017_1",97,1,1
"WGN55C51_STP_2017_1",100,0,1
"WGN55C52_STP_2017_1",95,0,0
"WGN55C53_STP_2017_1",96,0,2
"WGN55C54_STP_2017_1",99,1,2
"WGN55C55_STP_2017_1",97,3,1
"WGN55C56_STP_2017_1",99,0,1
"WGN55C57_STP_2017_1",92,2,1
"WGN55C58_STP_2017_1",97,2,0
"WGN55C59_STP_2017_1",90,2,1
"WGN55C60_STP_2017_1",97,0,2
"WGN55C61_STP_2017_1",97,1,1
"WGN55C62_STP_2017_1",99,1,1
"WGN55C63_STP_2017_1",92,4,1
"WGN55C64_STP_2017_1",97,0,1
"WGN55C65_STP_2017_1",97,1,0
"WGN55D01_STP_2017_1",98,1,1
"WGN55D02_STP_2017_1",90,2,1
"WGN55D03_STP_2017_1",94,0,1
"WGN55D04_STP_2017_1",100,0,1
"WGN55D05_STP_2017_1",95,2,1
"WGN55D06_STP_2017_1",95,5,0
"WGN55D07_STP_2017_1",99,2,0
"WGN55D08_STP_2017_1",97,1,1
"WGN55D09_STP_2017_1",95,3,0
"WGN55D10_STP_2017_1",100,1,1
"WGN55D11_STP_2017_1",95,1,1
"WGN55D12_STP_2017_1",95,2,0
"WGN55D13_STP_2017_1",96,1,0
"WGN55D14_STP_2017_1",96,2,1
"WGN55D15_STP_2017_1",97,1,1
"WGN55D16_STP_2017_1",98,2,0
"WGN55D17_STP_2017_1",98,0,1
"WGN55D18_STP_2017_1",93,3,1
"WGN55D19_STP_2017_1",95,1,1
"WGN55D20_STP_2017_1",97,9,1
"WGN55D21_STP_2017_1",95,3,1
"WGN55D22_STP_2017_1",99,0,0
"WGN55D23_STP_2017_1",95,0,0
"WGN55D24_STP_2017_1",95,3,1
"WGN55D25_STP_2017_1",94,3,2
"WGN55D26_STP_2017_1",90,3,1
"WGN55D27_STP_2017_1",96,1,1
"WGN55D28_STP_2017_1",96,1,1
"WGN55D29_STP_2017_1",99,1,1
"WGN55D30_STP_2017_1",93,2,1
"WGN55D31_STP_2017_1",99,0,0
"WGN55D32_STP_2017_1",97,2,1
"WGN55D33_STP_2017_1",96,3,1
"WGN55D34_STP_2017_1",99,0,1
"WGN55D35_STP_2017_1",92,3,1
"WGN55D36_STP_2017_1",92,3,0
"WGN55D37_STP_2017_1",97,3,2
"WGN55D38_STP_2017_1",90,2,1
"WGN55D39_STP_2017_1",97,1,1
"WGN55D40_STP_2017_1",96,2,1
"WGN55D41_STP_2017_1",96,1,1
"WGN55D42_STP_2017_1",90,6,1
"WGN55D43_STP_2017_1",98,1,1
"WGN55D44_STP_2017_1",85,2,1
"WGN55D45_STP_2017_1",99,0,0
"WGN55D46_STP_2017_1",94,4,1
"WGN55D47_STP_2017_1",97,0,2
"WGN55D48_STP_2017_1",85,1,1
"WGN55D49_STP_2017_1",99,1,0
"WGN55D50_STP_2017_1",96,2,0
"WGN55D51_STP_2017_1",96,0,2
"WGN55D52_STP_2017_1",90,4,1
"WGN55D53_STP_2017_1",95,3,1
"WGN55D54_STP_2017_1",99,0,0
"WGN55D55_STP_2017_1",96,1,1
"WGN55D56_STP_2017_1",98,2,1
"WGN55D57_STP_2017_1",98,1,1
"WGN55D58_STP_2017_1",NA,NA,NA
"WGN55D59_STP_2017_1",94,5,1
"WGN55D60_STP_2017_1",97,2,1
"WGN55D61_STP_2017_1",98,2,1
"WGN55D62_STP_2017_1",95,6,0
"WGN55D63_STP_2017_1",98,4,1
"WGN55D64_STP_2017_1",97,0,1
"WGN55D65_STP_2017_1",95,1,1
"WGN63C01_STP_2017_1",80,4,1
"WGN63C02_STP_2017_1",98,0,1
"WGN63C03_STP_2017_1",65,3,1
"WGN63C04_STP_2017_1",96,0,0
"WGN63C05_STP_2017_1",97,0,0
"WGN63C06_STP_2017_1",97,0,0
"WGN63C07_STP_2017_1",80,1,0
"WGN63C08_STP_2017_1",93,0,0
"WGN63C09_STP_2017_1",95,1,1
"WGN63C10_STP_2017_1",90,1,1
"WGN63C11_STP_2017_1",75,2,1
"WGN63C12_STP_2017_1",85,1,0
"WGN63C13_STP_2017_1",85,2,1
"WGN63C14_STP_2017_1",85,1,1
"WGN63C15_STP_2017_1",93,1,1
"WGN63C16_STP_2017_1",70,0,1
"WGN63C17_STP_2017_1",95,7,1
"WGN63C18_STP_2017_1",96,2,1
"WGN63C19_STP_2017_1",92,1,1
"WGN63C20_STP_2017_1",93,1,1
"WGN63C21_STP_2017_1",70,3,1
"WGN63C22_STP_2017_1",80,0,1
"WGN63C23_STP_2017_1",80,4,2
"WGN63C24_STP_2017_1",55,4,1
"WGN63C25_STP_2017_1",90,1,1
"WGN63C26_STP_2017_1",NA,NA,NA
"WGN63C27_STP_2017_1",95,2,1
"WGN63C28_STP_2017_1",94,3,1
"WGN63C29_STP_2017_1",70,4,1
"WGN63C30_STP_2017_1",85,1,0
"WGN63C31_STP_2017_1",70,3,1
"WGN63C32_STP_2017_1",70,1,1
"WGN63C33_STP_2017_1",95,5,0
"WGN63C34_STP_2017_1",92,0,1
"WGN63C35_STP_2017_1",93,1,0
"WGN63C36_STP_2017_1",85,0,0
"WGN63C37_STP_2017_1",85,2,1
"WGN63C38_STP_2017_1",70,2,1
"WGN63C39_STP_2017_1",65,1,0
"WGN63C40_STP_2017_1",85,1,1
"WGN63C41_STP_2017_1",95,0,1
"WGN63C42_STP_2017_1",75,2,0
"WGN63C43_STP_2017_1",80,4,1
"WGN63C44_STP_2017_1",75,5,0
"WGN63C45_STP_2017_1",95,2,1
"WGN63C46_STP_2017_1",94,1,1
"WGN63C47_STP_2017_1",95,1,1
"WGN63C48_STP_2017_1",75,0,1
"WGN63C49_STP_2017_1",95,3,0
"WGN63C50_STP_2017_1",96,1,1
"WGN63C51_STP_2017_1",90,3,1
"WGN63C52_STP_2017_1",90,1,1
"WGN63C53_STP_2017_1",95,1,0
"WGN63C54_STP_2017_1",60,2,1
"WGN63C55_STP_2017_1",70,1,0
"WGN63C56_STP_2017_1",85,3,2
"WGN63C57_STP_2017_1",99,0,0
"WGN63C58_STP_2017_1",80,3,0
"WGN63C59_STP_2017_1",90,3,0
"WGN63C60_STP_2017_1",80,2,0
"WGN63C61_STP_2017_1",97,3,0
"WGN63C62_STP_2017_1",65,5,1
"WGN63C63_STP_2017_1",95,1,1
"WGN63C64_STP_2017_1",55,0,1
"WGN63C65_STP_2017_1",85,5,1
"WGN63D01_STP_2017_1",85,3,1
"WGN63D02_STP_2017_1",80,0,2
"WGN63D03_STP_2017_1",90,2,1
"WGN63D04_STP_2017_1",60,2,2
"WGN63D05_STP_2017_1",96,1,2
"WGN63D06_STP_2017_1",70,4,0
"WGN63D07_STP_2017_1",96,0,1
"WGN63D08_STP_2017_1",55,1,1
"WGN63D09_STP_2017_1",92,2,1
"WGN63D10_STP_2017_1",97,3,1
"WGN63D11_STP_2017_1",97,1,1
"WGN63D12_STP_2017_1",94,0,1
"WGN63D13_STP_2017_1",75,3,1
"WGN63D14_STP_2017_1",92,6,1
"WGN63D15_STP_2017_1",98,2,0
"WGN63D16_STP_2017_1",45,3,2
"WGN63D17_STP_2017_1",90,1,1
"WGN63D18_STP_2017_1",85,3,1
"WGN63D19_STP_2017_1",70,7,0
"WGN63D20_STP_2017_1",90,0,1
"WGN63D21_STP_2017_1",90,1,1
"WGN63D22_STP_2017_1",80,1,1
"WGN63D23_STP_2017_1",55,5,0
"WGN63D24_STP_2017_1",96,1,1
"WGN63D25_STP_2017_1",75,3,1
"WGN63D26_STP_2017_1",60,2,1
"WGN63D27_STP_2017_1",96,1,0
"WGN63D28_STP_2017_1",85,1,1
"WGN63D29_STP_2017_1",95,3,1
"WGN63D30_STP_2017_1",85,1,1
"WGN63D31_STP_2017_1",98,1,1
"WGN63D32_STP_2017_1",85,1,1
"WGN63D33_STP_2017_1",95,2,1
"WGN63D34_STP_2017_1",90,3,1
"WGN63D35_STP_2017_1",90,4,0
"WGN63D36_STP_2017_1",92,3,1
"WGN63D37_STP_2017_1",60,1,1
"WGN63D38_STP_2017_1",95,1,1
"WGN63D39_STP_2017_1",85,0,1
"WGN63D40_STP_2017_1",70,2,1
"WGN63D41_STP_2017_1",97,0,2
